Data;Załadunek;Importer;Towar;Waga;Cena;Transport;Plac;Wartość;Faktura;Firma;Kierunek;Kod odpadu;Reklamacja;LS;Skąd;;
2025-08-28;;Recyclog;01.04;22,4;483;1 600,00;411,57;10 819,20;09.08.2025;Antra;EISEN;150101;;1152779;EWRANT;;
2025-08-29;;EkoRecykling/Recykler;01.04;24,46;430;0;430;10 517,80;51/08/2025 Recykler 12/08/2025;Antra;LEIPA;150101;;600259366;EWRANT;;
2025-08-29;;EkoRecykling/Recykler;01.04;22,42;430;0;430;9 640,60;51/08/2025 Recykler 10/08/2025;Antra;LEIPA;150101;;600259425;EWRANT;;
2025-09-02;;Recyclog/Recykler;01.04;25,06;515;1 250,00;465,12;12 905,90;5/09/20025 Recykler 1/09/2025;Midass;Schwedt;191201;;600260054;EWRANT;;
2025-09-04;;Recyclog/Recykler;01.04;26,22;515;1 250,00;467,33;13 503,30;5/09/20025 Recykler 1/09/2025;Midass;Schwedt;191201;;600260067;EWRANT;;
2025-09-04;;EkoRecykling/Recykler;01.04;25,72;430;0;430;11 059,60;5/09/20025 Recykler 14/09/2025;Ewrant;Schwedt;150101;;600260193;EWRANT;;
2025-09-05;;Recyclog;01.04;26,248;483;1 600,00;422,04;12 677,78;06.09.2025;Ewrant;EISEN;150101;27,06;1157624;EWRANT;;
2025-09-05;;Recyclog/Recykler;03.05;23,26;1 450,00;1 250,00;1 396,26;33 727,00;5/09/20025 Recykler 1/09/2025;Midass;Schwedt;30308;;600260382;EWRANT;;
2025-09-05;;Recyclog/Recykler;1.11;16,32;983;1 250,00;906,41;16 042,56;5/09/20025 Recykler 1/09/2025;Midass;Schwedt;150101;;600260159;EWRANT;;
2025-09-08;;Recyclog;01.04;24,08;483;1 600,00;416,55;11 630,64;15-09-2025;Ewrant;EISEN;150101;;1157598;EWRANT;;
2025-09-09;;Recyclog;01.04;25,66;483;1 600,00;420,65;12 393,78;15-09-2025;Ewrant;EISEN;150101;;1157591;EWRANT;;
2025-09-09;;Recyclog/Recykler;01.04;24,9;515;1 250,00;464,8;12 823,50;43/9/2025 Recykler 2/09/2025;Midass;Schwedt;150101;;600260794;EWRANT;;
2025-09-11;;Recyclog;01.04;24,92;483;1 600,00;418,79;12 036,36;15-09-2025;Ewrant;EISEN;150101;;1157601;EWRANT;;
2025-09-11;;Recyclog;01.04;24,52;483;1 600,00;417,75;11 843,16;15-09-2025;Ewrant;EISEN;150101;;1157594;EWRANT;;
2025-09-10;;Recyclog/Recykler;01.04;21,167;515;1 250,00;455,95;10 901,01;43/9/2025 Recykler 2/09/2025;Midass;Schwedt;150101;25,66;600260788;EWRANT;;
2025-09-10;;EkoRecykling/Recykler;01.04;23,72;430;0;430;10 199,60;35/09/2025;Ewrant;Schwedt;150101;;600261118;EWRANT;;
2025-09-12;;Melosch;2.06 BELKA;24,66;735;0;735;18 125,10;08.09.2025;Antra;Lilla Edet;30308;;BV25055847;EWRANT;;
2025-09-15;;Recyclog/Recykler;01.04;25,58;515;1 250,00;466,13;13 173,70;48/9/2025 Recykler 3/09/2025;Midass;Schwedt;150101;;600261845;EWRANT;;
2025-09-15;;TM Recycling;folia 80/20;1,16;504;140;383,31;584,64;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;folia 50/50;6,22;294;752;173,1;1 828,68;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;torebki kolorowe;1,04;105;126;-16,15;109,2;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;folia LDPE;3,89;294;471;172,92;1 143,66;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;big bag biały;0,88;162;106;41,55;142,56;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;big bag;1,77;42;214;-78,9;74,34;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;paski PP;0,35;462;42;342;161,7;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;folia LDPE;0,22;1 890,00;27;1 767,27;415,8;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-15;;TM Recycling;RW Mix;5,37;4,2;650;-116,84;22,55;33/09/2025;Ewrant;Hohenwestedt;150102;;201357;EWRANT;;
2025-09-16;;Recyclog;01.04;24,735;483;1 600,00;418,31;11 947,01;34/09/2025;Ewrant;Eisen;150101;25,5;1157606;EWRANT;;
2025-09-16;;EkoRecykling/Recykler;01.04;25,88;445;0;445;11 516,60;47/9/2025, Recykler 36/09/2025;Ewrant;Sandersdorf;150101;;U51411;EWRANT;;
2025-09-17;;EkoRecykling/Recykler;01.04;15,464;430;0;430;6 649,52;35/09/2025, Recykler 47/9/2025;Ewrant;Schwedt;150101;15,62;600262151;EWRANT;;
2025-09-18;;Recyclog;01.04;23,481;483;1 600,00;414,86;11 341,32;34/09/2025;Ewrant;Eisen;150101;23,96;849134599;EWRANT;;
2025-09-19;;Recyclog/Recykler;1.11;20,26;983;1 250,00;921,3;19 915,58;48/9/2025 Recykler 3/09/2025;Midass;Schwedt;150101;;600262136;EWRANT;;
2025-09-19;;Recyclog/Recykler;01.04;24,66;515;1 250,00;464,31;12 699,90;48/9/2025 Recykler 3/09/2025;Midass;Schwedt;150101;;600261860;EWRANT;;
2025-09-19;;EkoRecykling/Recykler;01.04;22,38;430;0;430;9 623,40;47/9/2025 Recykler 35/09/2025;Ewrant;Schwedt;150101;;600262150;EWRANT;;
2025-09-22;;Recyclog;01.04;25,402;483;1 600,00;420,01;12 269,17;12.09.2025;Antra;Eisen;150101;25,92;8491343601;EWRANT;;
2025-09-22;;Recyclog;01.04;25,22;483;1 600,00;419,56;12 181,26;45/09/2025;Ewrant;Eisen;150101;;1157613;EWRANT;;
2025-09-22;;Melosch;2.06 BELKA;23,5;735;0;735;17 272,50;14.09.2025;Antra;Lilla Edet;30308;;BV25055848;EWRANT;;
2025-09-23;;Recyclog;01.04;22,46;483;1 600,00;411,76;10 848,18;45/09/2025;Ewrant;EISEN;150101;;8491343602;EWRANT;;
2025-09-23;;Recyclog/Recykler;01.04;24,26;515;1 250,00;463,47;12 493,90;44/09/2025 Recykler 5/9/2025;Midass;Schwedt;191201;24,58;600262568;EWRANT;;
2025-09-23;;EkoRecykling/Recykler;01.04;24,98;430;0;430;10 741,40;44/09/2025 Recykler 17/09/2025;Antra;Schwedt;150101;;600262892;EWRANT;;
2025-09-26;;Recyclog;01.04;22,56;483;1 600,00;412,08;10 896,48;45/09/2025;Ewrant;EISEN;150101;;1157610;EWRANT;;
2025-09-24;;Recyclog/Recykler;1.11;18,38;983;1 250,00;914,99;18 067,54;44/09/2025 Recykler  5/9/2025;Midass;Schwedt;150101;;600262618;EWRANT;;
2025-09-24;;Recyclog/Recykler;01.04;23,8;515;1 250,00;462,48;12 257,00;44/09/2025 Recykler 5/9/2025;Midass;Schwedt;150101;;600262574;EWRANT;;
2025-09-25;;EkoRecykling;01.04;22,74;445;0;445;10 119,30;16.09.2025;Antra;SANDERSDORF;150101;;U52568;EWRANT;;
2025-09-26;;EkoRecykling/Recykler;01.04;22,3;430;0;430;9 589,00;44/09/2025 Recykler 16/09/2025;Antra;Schwedt;150101;;600262981;EWRANT;;
2025-09-26;;TM Recycling;folia 98/02;11,24;1 533,00;1 933,00;1 361,02;17 230,92;70/09/2025;Ewrant;Hohenwestedt;150102;;203251;EWRANT;;
2025-09-26;;TM Recycling;folia 50/50;1,55;315;267;142,74;488,25;70/09/2025;Ewrant;Hohenwestedt;150102;;203251;EWRANT;;
2025-09-26;;TM Recycling;PP;0,42;462;72;290,57;194,04;70/09/2025;Ewrant;Hohenwestedt;150102;;203251;EWRANT;;
2025-09-26;;TM Recycling;PP/PET;0,31;462;53;291,03;143,22;70/09/2025;Ewrant;Hohenwestedt;150102;;203251;EWRANT;;
2025-09-26;;TM Recycling;HDPE;0,86;1 050,00;148;877,91;903;70/09/2025;Ewrant;Hohenwestedt;150102;;203251;EWRANT;;
2025-09-26;;TM Recycling;PP;0,14;504;24;332,57;70,56;70/09/2025;Ewrant;Hohenwestedt;150102;;203251;EWRANT;;
2025-09-26;;TM Recycling;HDPE;0,16;322;27;153,25;51,52;70/09/2025;Ewrant;Hohenwestedt;150102;;203251;EWRANT;;
2025-09-29;;Recyclog;01.04;22,94;483;1 600,00;413,25;11 080,02;54/09/2025;Ewrant;EISEN;150101;;1157604;EWRANT;;
2025-09-30;;Recyclog;01.04;22,4;483;1 600,00;411,57;10 819,20;54/09/2025;Ewrant;EISEN;150101;;1157622;EWRANT;;
2025-10-01;;Recyclog/Recykler;01.04;22,8;515;1 250,00;460,18;11 742,00;3/10/2025 Recykler 1/10/2025;Midass;Schwedt;150101;;600263188;EWRANT;;
2025-10-01;;EkoRecykling/Recykler;01.04;22,88;430;-100;434,37;9 838,40;36/10/2025, Recykler 3/10/2025;Ewrant;Schwedt;150101;;600263702;EWRANT;;
2025-10-02;;EkoRecykling/Recykler;01.04;22,1;430;-100;434,52;9 503,00;15/10/2025, 3/10/2025 Recykler;Ewrant;Schwedt;150101;;600263774;EWRANT;;
2025-10-06;;Recyclog;01.04;23,44;483;1 600,00;414,74;11 321,52;6.10.2025;Ewrant;EISEN;150101;;1165265;EWRANT;;
2025-10-06;;TM Recycling;folia kolor;0,52;4,2;101,5;-190,99;2,18;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;folia 98/02;3,41;1 533,00;665;1 337,99;5 227,53;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;folia 95/5;0,52;1 281,00;101,5;1 085,81;666,12;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;folia 50/50;1,32;315;257,5;119,92;415,8;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;big bag biały;2,92;105;569,5;-90,03;306,6;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;big bag;1,62;105;316;-90,06;170,1;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;paski MIX;0,75;462;146;267,33;346,5;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;paski PP;0,44;672;86;476,55;295,68;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-06;;TM Recycling;Versandtaschen;1,44;105;281;-90,14;151,2;12.10.2025;Ewrant;Hohenwestedt;150102;;203755;EWRANT;;
2025-10-07;;Recyclog/Recykler;01.04;25,54;515;1 250,00;466,06;13 153,10;2/10/2025, Recykler 4/10/2025;Midass;Schwedt;150101;;600264197;EWRANT;;
2025-10-08;;EkoRecykling;01.04;23,94;445;850;409,49;10 653,30;15.10.2025;Ewrant;SANDERSDORF;150101;25,74;U59551;EWRANT;;
2025-10-08;;Recyclog/Recykler;01.04;22,902;515;1 250,00;460,42;11 794,53;2/10/2025, Recykler 4/10/2025;Midass;Schwedt;150101;24,5;600264187;EWRANT;;
2025-10-08;;Recyclog/Recykler;1.11;13,9;983;1 250,00;893,07;13 663,70;2/10/2025, Recykler 4/10/2025;Midass;Schwedt;150101;;600264367;EWRANT;;
2025-10-10;;Melosch;02.06;21,28;735;0;735;15 640,80;7.10.2025;Antra;Lilla Edet;30308;;BV25062250;EWRANT;;
2025-10-09;;EkoRecykling/Recykler;01.04;23,206;430;-100;434,31;9 978,58;22/10/2025, Recykler 4/10/2025;Ewrant;Schwedt;150101;23,68;600264653;EWRANT;;
2025-10-10;;EkoRecykling;01.04;26,42;445;850;412,83;11 756,90;15.10.2025;Ewrant;SANDERSDORF;150101;;U61491;EWRANT;;
2025-10-09;;Recyclog/Recykler;01.06;19,3;1 092,00;1 250,00;1 027,23;21 075,60;2/10/2025, Recykler 4/10/2025;Midass;Schwedt;30308;;600265366;EWRANT;;
2025-10-10;;Recyclog;01.04;21,4;483;1 600,00;408,23;10 336,20;6.10.2025;Ewrant;EISEN;150101;;1165273;EWRANT;;
2025-10-14;;Recon-T/Recykler;01.04;22,745;483;1 250,00;428,04;10 985,84;21/10/2025, Recykler 33/10/2025;Ewrant;Schwedt;150101;;A25-35498;EWRANT;;
2025-10-14;;Recyclog/Recykler;01.04;24,115;515;1 250,00;463,17;12 419,23;4/10/2025, Recykler 34/10/2025;Midass;Schwedt;150101;25,6;600265220;EWRANT;;
2025-10-15;;Recyclog;01.04;24,231;483;1 600,00;416,97;11 703,57;25.10.2025;Ewrant;EISEN;150101;24,98;1165279;EWRANT;;
2025-10-15;;Recyclog/Recykler;01.04;24,12;515;1 250,00;463,18;12 421,80;4/10/2025, Recykler 34/10/2025;Midass;Schwedt;150101;;600265227;EWRANT;;
2025-10-15;;Recyclog/Recykler;1.11;;;;;0;;Midass;Schwedt;;;600265176;;;
2025-10-15;;Recyclog;3.18;19,12;1 911,00;2 200,00;1 795,94;36 538,32;2.10.2025;Antra;SPREMBERG;30308;;2025100857;Antra (niszczarnia);;
2025-10-15;;TM Recykling;folia 98/02;3,96;1 512,00;416;1 406,95;5 987,52;24.10.2025;Ewrant;Hohenwestedt;150102;;204980;EWRANT;;
2025-10-15;;TM Recykling;folia 95/5;0,66;1 260,00;69;1 155,45;831,6;24.10.2025;Ewrant;Hohenwestedt;150102;;204980;EWRANT;;
2025-10-15;;TM Recykling;folia 50/50;9,55;294;1 003,00;188,97;2 807,70;24.10.2025;Ewrant;Hohenwestedt;150102;;204980;EWRANT;;
2025-10-15;;TM Recykling;Gummifolie;3,31;294;347,5;189,02;973,14;24.10.2025;Ewrant;Hohenwestedt;150102;;204980;EWRANT;;
2025-10-15;;TM Recykling;big bag biały;6,29;105;660,5;-0,01;660,45;24.10.2025;Ewrant;Hohenwestedt;150102;;204980;EWRANT;;
2025-10-15;;TM Recykling;BB AZV;0,33;4,2;35;-101,86;1,39;24.10.2025;Ewrant;Hohenwestedt;150102;;204980;EWRANT;;
2025-10-16;;EkoRecykling/Recykler;01.04;24;430;0;430;10 320,00;36/10/2025, Recykler 33/10/2025;Ewrant;Schwedt;150101;;600265641;EWRANT;;
2025-10-16;;EkoRecykling;01.04;20;445;850;402,5;8 900,00;36/10/2025;Ewrant;SANDERSDORF;150101;;U63826;EWRANT;;
2025-10-16;;EkoRecykling/Recykler;01.04;20,04;430;-100;434,99;8 617,20;33/10/2025, Recykler 33/10/2025;Ewrant;Schwedt;150101;;600265761;EWRANT;;
2025-10-17;;Recyclog;01.04;18,14;483;1 600,00;394,8;8 761,62;25.10.2025;Ewrant;EISEN;150101;;1165288;EWRANT;;
2025-10-20;2025-10-17;TM Recycling;folia 98/02;0,58;1 470,00;84;1 325,17;852,6;50/10/2025;Ewrant;Hohenwestedt;150102;;225546;EWRANT;;
2025-10-20;2025-10-17;TM Recycling;folia 50/50;3,07;315;442;171,03;967,05;50/10/2025;Ewrant;Hohenwestedt;150102;;225546;EWRANT;;
2025-10-20;2025-10-17;TM Recycling;big bag;12,57;105;1 810,00;-38,99;1 319,85;50/10/2025;Ewrant;Hohenwestedt;150102;;225546;EWRANT;;
2025-10-20;2025-10-17;TM Recycling;big bag;0,45;63;65;-81,44;28,35;50/10/2025;Ewrant;Hohenwestedt;150102;;225546;EWRANT;;
2025-10-20;2025-10-17;TM Recycling;paski MIX;0,34;462;49;317,88;157,08;50/10/2025;Ewrant;Hohenwestedt;150102;;225546;EWRANT;;
2025-10-20;2025-10-17;TM Recycling;pp rolls;0,43;672;62;527,81;288,96;50/10/2025;Ewrant;Hohenwestedt;150102;;225546;EWRANT;;
2025-10-20;;EkoRecykling/Recykler;01.04;18,84;430;-100;435,31;8 101,20;48/10/2025, Recykler 38/10/2025;Ewrant;Schwedt;150101;;600265762;EWRANT;;
2025-10-21;;Recyclog/Recykler;01.04;22,22;515;1 250,00;458,74;11 443,30;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;;600266457;EWRANT;;
2025-10-21;;Recyclog/Recykler;1.11;10,66;983;1 250,00;865,74;10 478,78;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;;600266995;EWRANT;;
2025-10-22;;Recyclog/Recykler;01.04;22,932;515;1 250,00;460,49;11 809,98;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;23,52;600265247;EWRANT;;
2025-10-23;;Recyclog/Recykler;01.04;22,66;515;1 250,00;459,84;11 669,90;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;;600266461;EWRANT;;
2025-10-23;;Recyclog/Recykler;01.04;22,42;515;1 250,00;459,25;11 546,30;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;;600266453;EWRANT;;
2025-10-23;;Recyclog/Recykler;01.04;23,62;515;1 250,00;462,08;12 164,30;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;;600266454;EWRANT;;
2025-10-23;;Recyclog/Recykler;1.11;13,6;983;1 250,00;891,09;13 368,80;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;;600266881;EWRANT;;
2025-10-23;;Melosch;02.06;23,14;714;0;714;16 521,96;9.10.2025;Antra;Lilla Edet;30308;;BV25062252;EWRANT;;
2025-10-24;;Recyclog/Recykler;01.04;21,94;515;1 250,00;458,03;11 299,10;5/10/2025, Recykler 38/10/2025;Midass;Schwedt;150101;;600266865;EWRANT;;
2025-10-24;;EkoRecykling/Recykler;01.04;21,16;430;-100;434,73;9 098,80;6/10/2025, Recykler 38/10/2025;Antra;Schwedt;150101;;600266799;EWRANT;;
2025-10-24;;Melosch;02.06;22,8;504;0;504;11 491,20;9.10.2025;Antra;Lilla Edet;30308;;BV25062251;EWRANT;;
2025-10-28;;Recyclog;01.04;23,455;483;1 600,00;414,78;11 328,77;8.10.2025;Antra;EISEN;150101;25,22;1165297;EWRANT;;
2025-10-28;;Recyclog;01.04;22,08;483;1 600,00;410,54;10 664,64;8.10.2025;Antra;EISEN;150101;;1165298;EWRANT;;
2025-10-28;;Recyclog/Recykler;01.04;20,097;515;1 250,00;452,8;10 349,96;6/10/2025, Recykler 53/10/2025;Midass;Schwedt;150101;23,26;600265230;EWRANT;;
2025-10-29;;Recyclog;01.04;21,1;555;2 200,00;450,73;11 710,50;52/10/2025;Ewrant;SANDERSDORF;150101;;1171823;EWRANT;;
2025-10-29;;Recyclog/Recykler;01.04;22,92;515;1 250,00;460,46;11 803,80;6/10/2025, Recykler 53/10/2025;Midass;Schwedt;150101;;600266438;EWRANT;;
2025-10-29;;TM Recycling;folia poczta;2,1;105;342;-57,86;220,5;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-29;;TM Recycling;folia 98/02;5,09;1 450,00;830;1 286,94;7 380,50;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-29;;TM Recycling;folia 80/20;1,07;546;174;383,38;584,22;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-29;;TM Recycling;folia 50/50;5,23;315;852;152,09;1 647,45;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-29;;TM Recycling;big bag;1,34;147;218;-15,69;196,98;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-29;;TM Recycling;big bag;0,15;84;24;-76;12,6;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-29;;TM Recycling;HDPE pojemniki;0,35;714;57;551,14;249,9;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-29;;TM Recykling;PET niebieski;0,17;420;28;255,29;71,4;67/10/2025;Ewrant;Hohenwestedt;150102;;206115;EWRANT;;
2025-10-30;;Recyclog/Recykler;01.04;23,644;515;1 250,00;462,13;12 176,66;6/10/2025, Recykler 53/10/2025;Midass;Schwedt;150101;25,02;600266863;EWRANT;;
2025-11-03;;Recyclog/Recykler;1.11;21,12;941;1 250,00;881,81;19 873,92;1/11/2025, Recykler 6/11/2025;Midass;Schwedt;150101;;600268577;EWRANT;;
2025-11-03;;Recyclog/Recykler;01.06;21,2;1 050,00;1 250,00;991,04;22 260,00;1/11/2025, Recykler 6/11/2025;Midass;Schwedt;30308;;600268597;EWRANT;;
2025-11-03;;Recyclog/Recykler;01.04;21,919;473;1 250,00;415,97;10 367,69;1/11/2025, Recykler 6/11/2025;Midass;Schwedt;150101;24,22;600268616;EWRANT;;
2025-11-03;;Recyclog/Recykler;01.04;22,613;473;1 250,00;417,72;10 695,95;1/11/2025, Recykler 6/11/2025;Midass;Schwedt;150101;23,36;600268617;EWRANT;;
2025-11-04;;Recyclog/Recykler;01.04;24,38;473;1 250,00;421,73;11 531,74;1/11/2025, Recykler 6/11/2025;Midass;Schwedt;150101;;600268650;EWRANT;;
2025-11-05;;Recyclog;01.04;25,1;441;1 600,00;377,25;11 069,10;4.11.2025;Ewrant;Eisenhüttenstadt;150101;;1174247;EWRANT;;
2025-11-06;;Recyclog/Recykler;01.04;21,84;473;1 250,00;415,77;10 330,32;1/11/2025, Recykler 6/11/2025;Midass;Schwedt;150101;;600268640;EWRANT;;
2025-11-06;;Recyclog;01.04;22,12;441;1 600,00;368,67;9 754,92;4.11.2025;Ewrant;Eisenhüttenstadt;150101;;1174251;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;folia 98/02;5,34;1 323,00;1 015,00;1 132,93;7 064,82;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;folia 95/5;1,34;1 134,00;255;943,7;1 519,56;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;folia 50/50;3,01;252;572;61,97;758,52;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;folia LDPE;0,33;105;63;-85,91;34,65;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;big bag biały;0,74;105;141;-85,54;77,7;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;big bag;0,25;42;47;-146;10,5;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;paski PET;0,27;126;51;-62,89;34,02;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;folia LDPE;1,67;2 226,00;317;2 036,18;3 717,42;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;2025-11-07;TM Recycling;mix;0,29;4,2;55;-185,46;1,22;10.11.2025;Ewrant;Hohenwestedt;150102;;207006;EWRANT;;
2025-11-10;;Recyclog/Recykler;01.04;23,68;473;1 250,00;420,21;11 200,64;2/11/2025, Recykler 11/11/2025;Midass;Schwedt;150101;;600269420;EWRANT;;
2025-11-10;;Recyclog/Recykler;01.04;23,08;473;1 250,00;418,84;10 916,84;2/11/2025, Recykler 11/11/2025;Midass;Schwedt;150101;;600269422;EWRANT;;
2025-11-12;;Recyclog/Recykler;01.04;22,291;473;1 250,00;416,92;10 543,64;2/11/2025, Recykler 11/11/2025;Midass;Schwedt;150101;23,44;600268646;EWRANT;;
2025-11-12;;Recyclog/Recykler;01.04;21,2;473;1 250,00;414,04;10 027,60;2/11/2025, Recykler 11/11/2025;Midass;Schwedt;150101;;600269429;EWRANT;;
2025-11-13;;EkoRecykling/Recykler;01.04;24,52;390;0;390;9 562,80;16/11/2025, Recykler 11/11/2025;Ewrant;Schwedt;150101;;600269960;EWRANT;;
2025-11-13;;EkoRecykling/Recykler;01.04;24,14;390;0;390;9 414,60;25/11/2025, Recykler 11/11/2025;Ewrant;Schwedt;150101;;600269865;EWRANT;;
2025-11-14;;Recyclog;01.04;21,58;441;1 600,00;366,86;9 516,78;18.11.2025;Ewrant;Eisenhüttenstadt;150101;;1174259;EWRANT;;
2025-11-17;2025-11-14;TM Recycling;folia LDPE;11,25;1 197,00;1 443,00;1 068,73;13 466,25;19.11.2025;Ewrant;Hohenwestedt;150102;;207866;EWRANT;;
2025-11-17;2025-11-14;TM Recycling;Varsandtaschen;6,82;105;875;-23,3;716,1;19.11.2025;Ewrant;Hohenwestedt;150102;;207866;EWRANT;;
2025-11-17;2025-11-14;TM Recycling;folia LDPE;1,57;2 226,00;201;2 097,97;3 494,82;19.11.2025;Ewrant;Hohenwestedt;150102;;207866;EWRANT;;
2025-11-17;;Recyclog/Recykler;01.04;20,714;473;1 250,00;412,65;9 797,72;3/11/2025, Recykler 20/11/2025;Midass;Schwedt;150101;23,7;600270769;EWRANT;;
2025-11-18;;Recyclog/Recykler;01.04;22,718;473;1 250,00;417,98;10 745,61;3/11/2025, Recykler 20/11/2025;Midass;Schwedt;150101;24,04;600270775;EWRANT;;
2025-11-19;;EkoRecykling/Recykler;01.04;23,433;390;0;390;9 138,87;25/11/2025, Recykler 20/11/2025;Ewrant;Schwedt;150101;24,46;600271033;EWRANT;;
2025-11-19;;Recyclog;01.04;22,297;441;1 600,00;369,24;9 832,98;18.11.2025;Ewrant;Eisenhüttenstadt;150101;23,72;1174249;EWRANT;;
2025-11-19;;EkoRecykling/Recykler;01.04;20,739;390;0;390;8 088,21;25/11/2025, Recykler 20/11/2025;Ewrant;Schwedt;150101;23,12;600271032;EWRANT;;
2025-11-20;;EkoRecykling/Recykler;1.11;19,384;800;0;800;15 507,20;25/11/2025, Recykler 20/11/2025;Ewrant;Schwedt;150101;19,84;600271049;EWRANT;;
2025-11-21;;Recyclog;01.04;22,002;441;1 600,00;368,28;9 702,88;9.11.2025;Antra;Eisenhüttenstadt;150101;23,16;1174264;EWRANT;;
2025-11-24;;Recyclog/Recykler;01.04;22,006;473;1 250,00;416,2;10 408,84;4/11/2025, Recykler 42/11/2025;Midass;Schwedt;150101;23,14;600271681;EWRANT;;
2025-11-25;;Recyclog;01.04;21,438;441;1 600,00;366,37;9 454,16;38/11/2025;Ewrant;Eisenhüttenstadt;150101;23,82;1174275;EWRANT;;
2025-11-25;;Recyclog/Recykler;01.04;23,033;473;1 250,00;418,73;10 894,61;4/11/2025, Recykler 42/11/2025;Midass;Schwedt;150101;24,9;600271685;EWRANT;;
2025-11-25;;Recyclog;Bibuła;12,44;462;0;462;5 747,28;54/11/2025;Ewrant;LEHNICE;191201;;176819;EWRANT;;
2025-11-25;;Recyclog;Bibuła;6,74;336;0;336;2 264,64;54/11/2025;Ewrant;LEHNICE;191201;;176819;EWRANT;;
2025-11-26;;Recyclog;01.04;22,638;441;1 600,00;370,32;9 983,36;12.11.2025;Antra;Eisenhüttenstadt;150101;23,1;1174277;EWRANT;;
2025-11-26;;Recyclog;01.04;20,919;441;1 600,00;364,51;9 225,28;12.11.2025;Antra;Eisenhüttenstadt;150101;22,02;1174266;EWRANT;;
2025-11-27;;Recyclog;3.18;19,42;1 911,00;2 200,00;1 797,71;37 111,62;12.11.2025;Antra;SPREMBERG;30308;;2025111068;Antra (niszczarnia);;
2025-11-27;;EkoRecykling/Recykler;01.04;23,06;390;0;390;8 993,40;55/11/2025, Recykler 41/11/2025;Ewrant;Schwedt;150101;;600271917;EWRANT;;
2025-11-28;;Recyclog/Recykler;01.04;23,697;473;1 250,00;420,25;11 208,68;4/11/2025, Recykler 42/11/2025;Midass;Schwedt;150101;24,48;600271671;EWRANT;;
